sim_time,world_x,world_y,world_yaw,state
44.618,1.083616583689225,-0.39454892464894553,1.2250581316600426,navigate_north
44.718,1.0865912376922169,-0.3529339296611497,1.2249428089780676,navigate_north
44.82,1.0892589950688032,-0.3105560724465009,1.2248259335321394,navigate_north
44.92,1.0939558800327007,-0.2695331844657967,1.2249824156159375,navigate_north
45.02,1.0997306025112343,-0.22850588146519477,1.225216071660178,navigate_north
45.122,1.1053886253264742,-0.18639346055363387,1.2253835330516432,navigate_north
45.222,1.1104470469890988,-0.1449143757852192,1.2252698397111703,navigate_north
45.322,1.1150802313341313,-0.10333230131644196,1.2251402433782996,navigate_north
45.424,1.1193641536748984,-0.06088213390711707,1.2251397811779274,navigate_north
45.524,1.123207328224078,-0.01928202015902592,1.22543008028951,navigate_north
45.624,1.1266280021386637,0.022327931563246018,1.2257135379751045,navigate_north
45.726,1.1297375405910972,0.06472651232857021,1.2256376392405461,navigate_north
45.826,1.1325358085374109,0.10622694926596117,1.225506229477173,navigate_north
45.926,1.1376528438680265,0.1471865450800299,1.2254857758058326,navigate_north
46.026,1.143611067236603,0.18823601660671646,1.2257762064340234,navigate_north
46.128,1.1494024046421807,0.2303766555985543,1.2260770776279089,navigate_north
46.228,1.1547138926730682,0.27185822045099434,1.2261829864629534,navigate_north
46.328,1.1595914747367138,0.31344355589651623,1.2260297355809155,navigate_north
46.43,1.164055212610802,0.3559275378529463,1.225878214303574,navigate_north
46.53,1.167956203715037,0.3975856237958259,1.2260958649719413,navigate_north
46.63,1.171417803306562,0.43922078778586465,1.226420885343776,navigate_north
46.732,1.1745832493610773,0.4816403837071397,1.2266835137056606,navigate_north
46.832,1.1773934923393328,0.5231699964758108,1.2265308003560922,navigate_north
46.932,1.1814157876877909,0.5643380260380755,1.226655778960852,navigate_north
47.034,1.187490761137707,0.6061076362552427,1.2268349564562966,navigate_north
